trddy,mkt_rf,smb,hml,umd,rmw,cma,rf,smb_equal,hml_equal,umd_equal,rmw_equal,cma_equal
2000-05-18,0.022130747,-0.000498238,0.0084241861,-0.001419607,-0.007324832,0.0005329645,0.000061,-0.000081837,0.0073959017,-0.002916648,-0.004125325,0.0001204613
2000-05-19,0.0127747111,0.0040968996,0.0031407128,-0.000104028,-0.000233416,-0.003908863,0.000061,0.0015786665,0.0028119913,0.0008230944,0.0012478277,-0.004160594
2000-05-22,0.0262430614,0.0034108215,0.008272389,-0.000695345,-0.004910804,0.006846896,0.000061,0.002894297,0.0062639744,-0.001029856,-0.003261305,0.0032702577
2000-05-23,0.0003091274,0.005034629,0.0080531468,-0.006886588,-0.009689695,0.0048334377,0.000061,0.0053653882,0.0077675154,-0.006917552,-0.009249162,0.0033930451
2000-05-24,0.0140744176,-0.005908364,-0.003978803,0.0050436512,-0.000037446,-0.000226018,0.000061,-0.005562232,-0.003197604,0.0036620367,0.001734851,-0.002545869
2000-05-25,0.013684765,0.0009515589,0.0049374868,-0.009506939,-0.001251309,0.0027463476,0.000061,-0.001182229,0.0053948798,-0.006367463,-0.000836165,0.0002490503
2000-05-26,0.0006994029,-0.003306325,-0.002079788,-0.000316033,0.0037397268,-0.000917042,0.000061,-0.003706087,-0.002088411,0.0000329043,0.0040998188,0.0005589362
2000-05-29,0.0095762497,-0.000708196,0.0004989393,0.0008719708,0.0055320612,-0.00460098,0.000061,-0.001557562,0.0010087192,-0.001510787,0.0072698432,-0.004151014
2000-05-30,-0.009725589,0.0018905946,-0.005684986,0.0105777384,-0.00172418,0.0014501901,0.000061,0.0041061041,-0.005841161,0.0079998349,-0.005729041,0.0055479305
2000-05-31,0.0060340361,0.0046237473,0.0125647996,-0.014488629,-0.003558145,0.0062985686,0.000061,0.0024513726,0.012198519,-0.009064278,-0.001195206,0.0008874296
2000-06-01,0.0053139436,-0.00390882,0.0052088862,-0.007330762,-0.003059171,0.0045411027,0.000061,-0.005039247,0.0062133578,-0.008824739,-0.001352936,0.0031074211
2000-06-02,0.0048238291,-0.005811486,0.0056605976,-0.010716381,0.0012615113,0.0040850362,0.000061,-0.00572173,0.0047021685,-0.008582798,0.0024248037,0.0005953297
2000-06-05,-0.006590299,-0.008243683,-0.008893483,-0.007129863,0.0091189428,-0.011951085,0.000061,-0.006809925,-0.008048316,-0.009828056,0.0053259905,-0.005935375
2000-06-06,0.0155278903,0.0019467024,-0.004807097,0.0027953859,0.0041233356,-0.004513374,0.000061,0.0017132967,-0.004857067,0.0006072089,0.0041111537,-0.002610078
2000-06-07,0.0032324143,0.0039008926,0.0047119149,-0.002426398,-0.002676216,0.0041516413,0.000061,0.0034304823,0.0055145469,-0.004365722,-0.004266925,0.0052394467
2000-06-08,-0.007212518,0.0035801021,0.0039815429,-0.003724998,-0.003915831,0.0041287286,0.000061,0.0036460642,0.0032064292,-0.004685238,-0.005290776,0.0039558644
2000-06-09,-0.01118696,-0.000076909,-0.004625112,0.0068521921,-0.001232794,0.0008037166,0.000061,0.001993387,-0.005944688,0.0047893426,-0.001468128,0.0022067558
2000-06-12,0.0032196906,0.0043157622,0.0110771408,-0.009858227,-0.006630151,0.006686521,0.000061,0.0047800786,0.0076762331,-0.00802301,-0.007664264,0.0078613249
2000-06-13,0.0123228266,0.0010137833,0.0032489897,-0.010888205,-0.001374527,0.0065381202,0.000061,-0.001608201,0.0043363696,-0.005544963,-0.001206075,0.0042953301
2000-06-14,-0.003845097,0.0034756699,0.0043668636,-0.004978373,-0.004355278,0.0006535041,0.000061,0.0018764644,0.0026786996,-0.006194405,-0.001847535,-0.000070453
2000-06-15,0.0044759366,0.0022997463,0.0013571757,-0.006763543,-0.003214606,0.0048457366,0.000061,0.0042434537,-0.000863732,-0.003958675,-0.004084433,0.004273437
2000-06-16,-0.006704367,-0.002625509,-0.004406044,0.006799934,0.0042284445,-0.003465209,0.000061,-0.003009307,-0.002466317,0.0070361887,0.0057634335,-0.003811848
2000-06-19,-0.003946149,-0.004144064,-0.002474419,-0.001675502,0.0082388998,-0.006466899,0.000061,-0.004149747,-0.001502294,0.001571323,0.0086383995,-0.005671498
2000-06-20,-0.007750213,0.0014219863,-0.007106919,0.0060815347,-0.00125633,0.0002237392,0.000061,0.0009196284,-0.007810555,0.0042573236,-0.001179178,0.0011220442
2000-06-21,0.0109141645,-0.001500499,-0.002627292,-0.000242535,0.0011349394,-0.001912076,0.000061,-0.001126825,-0.00127393,-0.000614299,0.0012677681,-0.000879406
2000-06-22,0.0011035183,-0.000298508,0.0017451714,0.0026467954,-0.003048982,0.0049291154,0.000061,-0.001711653,-0.000086919,0.0017444716,-0.000139946,0.0020921545
2000-06-23,0.0121457783,-0.003571359,-0.000426238,0.0029345332,0.0034432796,-0.005763645,0.000061,-0.00484423,0.0003336551,0.0058815016,0.0066366843,-0.007758761
2000-06-26,0.0070147518,-0.001471864,0.0089882867,-0.008503445,0.0015039542,0.0004028899,0.000061,-0.002496058,0.0076949767,-0.007022668,0.0042556535,-0.00215229
2000-06-27,-0.002005391,0.0014537149,0.009864536,-0.008749444,-0.002686428,0.0061800319,0.000061,0.0009117935,0.0089711463,-0.008001846,-0.000688445,0.0018365867
2000-06-28,0.0019628423,-0.003238096,0.0027449397,-0.00167809,0.0025333,-0.00580277,0.000061,-0.003603101,0.0010881205,-0.002430054,0.0036687983,-0.006455563
2000-06-29,-0.003384909,-0.005907499,-0.002417883,-0.002458253,0.0089912434,-0.002471374,0.000061,-0.005195985,-0.002483401,-0.00166456,0.0064986495,-0.004696097
2000-06-30,-0.006534963,-0.005132182,-0.000201932,-0.004486074,0.0065784578,-0.00311809,0.000061,-0.006562301,-0.0005074,-0.00306424,0.0091542651,-0.007230703
2000-07-03,-0.017091222,-0.003912617,-0.002964963,-0.002114227,0.0028885601,-0.005861191,0.000061,-0.004820966,-0.001994273,-0.001816561,0.0047885646,-0.005158564
2000-07-04,0.007273469,0.0081729558,0.0056321445,0.0005182387,-0.002636122,0.0045795647,0.000061,0.0071026019,0.0069240926,-0.001307777,-0.003597341,0.0031455274
2000-07-05,0.0002719824,-0.000840674,0.0021775211,0.002329111,0.0041391214,0.0011438847,0.000061,3.0116331E-6,0.0015756524,0.0009760921,0.0034408373,-0.000391593
2000-07-06,-0.003692719,0.0022353707,0.0038112527,0.0002191731,-0.000721751,0.001063998,0.000061,0.0009490181,0.004044606,-0.001775386,0.0009958344,-0.001880164
2000-07-07,0.0131449648,-0.000387805,0.0069281632,0.0013189559,0.0038133683,0.0011574323,0.000061,-0.00060067,0.0063869769,0.0007509578,0.0036045088,0.0005674162
2000-07-10,0.0064829699,0.0002650025,0.0225847099,-0.00704425,0.0052702111,0.0032052799,0.000061,-0.001600706,0.0235014819,-0.008806088,0.0088152469,-0.001727326
2000-07-11,0.0077562417,-0.006999465,-0.008555307,0.0002569567,0.0034109754,-0.003065161,0.000061,-0.005923421,-0.008522633,0.0012012678,0.0028314541,-0.002439445
2000-07-12,0.0032508313,0.0045337065,0.0097249263,-0.007409963,-0.003228408,0.008807636,0.000061,0.0034588185,0.0093891558,-0.005147165,-0.003092653,0.0072560194
2000-07-13,0.0021262628,-0.007657988,-0.021287277,0.0062883473,0.0100682267,-0.00791613,0.000061,-0.004596139,-0.018305331,0.0058586321,0.0051154169,-0.00303526
2000-07-14,0.0036027464,0.0001942465,0.0062231781,0.0002180662,-0.003045789,0.0075725921,0.000061,0.0006127127,0.0042063098,-0.000488627,-0.001462423,0.0061798079
2000-07-17,-0.004904184,0.0028695078,-0.000149004,0.0013728751,-0.003108822,0.003520192,0.000061,0.0035175339,-0.000615401,-0.00094426,-0.002437151,0.004127041
2000-07-18,0.0062823484,0.0009539615,0.001716167,-0.000582666,-0.004623609,0.0045978943,0.000061,0.0013700151,0.0034253208,-0.003834465,-0.004300567,0.00502725
2000-07-19,0.0017736548,0.0044975779,-0.00169207,-0.000617658,-0.004846756,0.004594568,0.000061,0.0042276783,-0.00195859,-0.000877359,-0.00657893,0.0057514259
2000-07-20,-0.00209352,0.0054108371,0.0025888356,0.001206725,-0.005764567,0.0034654359,0.000061,0.0044333908,0.0002642129,0.001202273,-0.008118464,0.0044597856
2000-07-21,0.0027507439,0.0037272188,0.0019227202,0.0011280082,-0.005949606,0.0040123937,0.000061,0.003016515,0.0018876087,-0.000338711,-0.005417372,0.0053140525
2000-07-24,-0.004084454,0.0070374042,0.0082119064,-0.004622582,-0.002497293,0.0089222173,0.000061,0.0061488392,0.0086744308,-0.006617353,-0.00437745,0.0081325363
2000-07-25,0.0028900544,0.0027735899,-0.001638262,0.0003418936,-0.004276394,0.0018771745,0.000061,0.0033178853,-0.002043399,-0.000217254,-0.005041168,0.0045290787
2000-07-26,0.0078618939,0.0040321,0.0018951287,-0.006030061,-0.003345527,0.0060138556,0.000061,0.0037045282,0.0026064392,-0.004868156,-0.003963705,0.0052429446
2000-07-27,-0.000638325,0.0033491511,-0.006012119,-0.002431897,-0.004090496,0.0029420225,0.000061,0.0036337132,-0.006191655,-0.001305526,-0.004675897,0.0035808072
2000-07-28,0.0030144213,0.0026491801,-0.006167175,0.0024160681,0.0017482736,-0.00493164,0.000061,0.0036822697,-0.004662805,0.0008465292,-0.002700475,0.0009917129
2000-07-31,0.0059414052,0.0016144379,0.0011400845,0.0012359339,-0.000219941,-0.000667893,0.000061,0.0034927763,0.0022484089,-0.004135868,-0.004338792,0.0045993674
2000-08-01,0.0019882742,-0.002545644,0.0035014739,-0.000069165,0.0025910531,-0.000917233,0.000061,-0.003435839,0.0032899633,0.0017653817,0.0033848822,-0.003017901
2000-08-02,0.0011707234,0.001650414,-0.000197181,-0.000121093,0.0017932055,-0.001859997,0.000061,0.000970484,-0.000253259,0.0010346437,0.000341171,0.0007569318
2000-08-03,0.0032094421,0.0000213556,-0.002696782,0.0055652588,0.0010240714,0.0038075672,0.000061,0.0011212729,-0.000986111,0.0014570882,-0.001260997,0.0044552288
2000-08-04,-0.005864114,-0.002553338,-0.01464898,0.0013881664,0.0009920407,-0.004845472,0.000061,-0.001443881,-0.014752904,0.0021839679,0.0002469833,-0.003737913
2000-08-07,0.0059685113,0.0056186709,-0.001322271,-0.004793451,-0.004933521,0.0026940971,0.000061,0.0062517561,0.000588934,-0.007013201,-0.009120155,0.007751335
2000-08-08,0.0067623213,0.0019583308,-0.001526481,0.0003239935,-0.003110802,-0.00129629,0.000061,0.0019835513,-0.00120403,-0.003532888,-0.005645198,0.0026567014
2000-08-09,0.0051058482,-0.000682974,-0.006238797,-0.002265469,-0.001242555,-0.003655473,0.000061,0.0001458254,-0.006685839,-0.001806925,-0.001854933,-0.002232065
2000-08-10,0.0020007518,-0.003131866,-0.008260548,0.0012468506,0.004273193,-0.007749083,0.000061,-0.002680261,-0.006702465,0.0015774232,0.0052107222,-0.008054386
2000-08-11,-0.001903416,0.0008860806,0.0041441879,0.0014758986,0.0006770959,0.0053728351,0.000061,-0.000352403,0.0024969402,0.0034232374,0.000654885,0.004217663
2000-08-14,0.005386597,0.0074418344,0.0070623407,-0.000617745,-0.008589029,0.0100549059,0.000061,0.0059720842,0.0059901846,-0.000043627,-0.007939546,0.00980795
2000-08-15,-0.000453026,0.0061570497,0.0035200693,0.0020330982,-0.004507018,0.004581823,0.000061,0.0054998598,0.0021715,0.0010694587,-0.00309493,0.003407864
2000-08-16,0.002568542,0.0025083586,0.0068863293,-0.003661168,-0.005107503,0.0053299956,0.000061,0.0023307823,0.006037486,-0.00357795,-0.004283461,0.0029592605
2000-08-17,0.0012837503,0.0056137355,0.004656231,-0.003358594,-0.004440824,0.0057727962,0.000061,0.006612069,0.0037850385,-0.00415192,-0.005909338,0.0064603799
2000-08-18,0.0005131629,0.006898167,0.0015435481,-0.001425133,-0.004015545,0.0026703791,0.000061,0.0066386112,0.0020578902,-0.005033817,-0.006498117,0.0059072568
2000-08-21,0.0062857506,0.0085338345,0.0156078434,-0.010720471,-0.008314209,0.007538354,0.000061,0.007000234,0.0147033859,-0.013037897,-0.006001452,0.0063768972
2000-08-22,-0.016755073,-0.005470118,-0.010248879,0.0089531264,0.0060855469,-0.006454322,0.000061,-0.00523947,-0.010380394,0.0099887839,0.0043600245,-0.005212275
2000-08-23,-0.008426093,0.001965584,-0.00272964,-0.003293715,0.0024608876,-0.001685032,0.000061,0.0016936085,-0.002824025,-0.004745147,0.0002655148,-0.000733649
2000-08-24,0.0066286056,0.0017532037,-0.000374299,0.0020540255,-0.002329139,-0.001757435,0.000061,0.0023226877,-0.0010709,0.0003375739,-0.004960392,0.002842397
2000-08-25,0.0078300716,0.0032868864,-0.002667231,0.0000903053,-0.005669314,0.0016806575,0.000061,0.003481603,-0.002013964,-0.002563086,-0.00436392,-0.000123901
2000-08-28,0.0073029128,0.0134894676,0.0080696886,-0.005907718,-0.011247661,0.0075397152,0.000061,0.0121914714,0.0082547243,-0.007394652,-0.012284359,0.0113872752
2000-08-29,0.001902789,0.0009826124,0.0024387753,0.0010978348,0.0006692205,-0.001040075,0.000061,0.0006503048,0.0013281974,0.0002869952,-0.000347322,0.0002555216
2000-08-30,-0.012630095,-0.003432323,-0.004130615,0.0101169229,0.0024959642,-0.004439863,0.000061,-0.003137957,-0.00531126,0.0106532772,0.0024276919,-0.003484048
2000-08-31,-0.025798685,-0.004378242,-0.007399533,0.0049477673,0.0038827985,-0.007008417,0.000061,-0.004107778,-0.006573396,0.006187284,0.0023919238,-0.006154436
2000-09-01,-0.009943006,-0.001195722,-0.005202229,0.0041638685,0.0006339383,-0.001138049,0.000061,-0.001734304,-0.005562787,0.0042739523,0.00088916,-0.001646032
2000-09-04,0.0070155846,0.0093380897,0.0045626736,0.0095536783,-0.007473161,0.0037066392,0.000061,0.0089726654,0.0039342908,0.0051344141,-0.009181369,0.0067382111
2000-09-05,-0.019835222,-0.001504552,-0.012080015,0.0137138964,0.0024083485,-0.002168752,0.000061,-0.001658094,-0.010484251,0.0131596868,0.0000702446,-0.000399891
2000-09-06,-0.018012409,0.0030038729,-0.009448736,0.0090889974,-0.004567386,-0.001009107,0.000061,0.0044356139,-0.008157217,0.0078750145,-0.004402462,0.0009994425
2000-09-07,0.0121149122,0.0038095017,0.0044458854,-0.002897232,-0.003377974,0.0045592063,0.000061,0.0030952381,0.0037739037,-0.001998059,-0.003214791,0.0039391813
2000-09-08,0.0045427278,0.0018334011,-0.005126943,-0.001153463,0.0010952626,-0.000757718,0.000061,0.0028353256,-0.005165407,-0.001265377,-0.002122028,0.0021417905
2000-09-11,0.0056218475,0.0062275207,0.0042591982,-0.005254539,-0.004492687,0.0055603093,0.000061,0.0059415597,0.0053027436,-0.004530137,-0.00492194,0.0061568163
2000-09-12,0.0057381098,-0.000873653,0.0090113023,0.000804988,-0.001509821,0.0035962641,0.000061,-0.002378324,0.0078774033,0.0010465947,0.0016611072,0.0010361662
2000-09-13,0.0047326151,-0.004567654,0.0015255705,-0.000546773,0.0018330465,0.0011990083,0.000061,-0.00447609,0.0007466973,-0.000071922,0.001242228,0.0007487666
2000-09-14,-0.004195488,0.0045761383,-0.005446331,0.0079284143,-0.000487337,0.0008778551,0.000061,0.003700752,-0.005107985,0.0074933877,-0.002368598,0.0032860285
2000-09-15,0.0002420192,0.0059150583,-0.000712217,0.0024018876,-0.006018036,0.0026296967,0.000061,0.0050011087,-0.000359833,0.0029749286,-0.005530964,0.0037639657
2000-09-18,-0.016190221,0.0031041421,-0.005110024,0.002904024,-0.000430066,0.0020336082,0.000061,0.0028266495,-0.004666028,0.0042927559,-0.001042937,0.0007231288
2000-09-19,-0.02355595,-0.003453609,-0.001543358,0.0042987002,0.0028700273,-0.003411895,0.000061,-0.002319003,-0.001521655,0.0033097449,0.0022326606,-0.002958901
2000-09-20,0.0094753684,0.0006667022,0.0070293092,-0.004633976,-0.001059132,-0.001361084,0.000061,0.0000652865,0.0059359781,-0.005074925,0.000099317,-0.001306122
2000-09-21,-0.008426855,0.0009094617,-0.004091543,0.0012821237,0.0005184719,-0.000615009,0.000061,0.0014269569,-0.005431349,0.002340924,-0.000329039,0.0009003413
2000-09-22,-0.008933724,-0.001325728,-0.007329223,0.0018456668,0.0021819645,-0.001172583,0.000061,-0.001253915,-0.006434072,0.0027396644,0.0012303117,-0.00149217
2000-09-25,-0.009016775,0.0002224316,-0.00580532,-0.000736284,0.0030750414,-0.001202053,0.000061,0.0004651919,-0.00527934,-0.000469976,0.0031261643,-0.000142318
2000-09-26,0.0070952201,-0.00185401,-0.000021655,-0.003337325,0.0026646695,0.0017883293,0.000061,-0.001224865,0.000235923,-0.00399956,0.0025096552,0.0006700358
2000-09-27,0.0127892314,-0.001746014,0.0050175101,-0.002239425,0.0000399362,0.000449924,0.000061,-0.001137108,0.0047702355,-0.002390093,0.0001730022,-0.000472541
2000-09-28,-0.013014293,0.0031490811,-0.010401312,0.0034265943,-0.000508349,0.0021224381,0.000061,0.0031975529,-0.010380201,0.0053488457,-0.001035694,0.0046234188
2000-09-29,0.0122965195,0.0009747072,-0.001720723,0.0013900279,-0.002168332,-0.000054116,0.000061,0.0011156145,-0.001042722,0.0013101736,-0.002777529,0.000344868
2000-10-09,0.0044845871,0.0145528545,0.0021111181,-0.002552188,-0.009635567,0.0080691861,0.000061,0.0121867484,0.0025769244,-0.002489482,-0.010625911,0.0105734511
2000-10-10,0.0130138046,0.005555757,0.0103153637,-0.005126568,-0.007092988,0.0032504779,0.000061,0.0050047432,0.0086614956,-0.001846985,-0.004924178,0.0019480787
2000-10-11,-0.004446846,0.0023308561,-0.00516477,0.0045636991,-0.001479615,0.0019593631,0.000061,0.0027561914,-0.004675375,0.0042306552,-0.003631651,0.0027661648
2000-10-12,-0.003597574,0.0087631904,0.0035426764,0.0035353247,-0.006348805,0.0030426664,0.000061,0.0082183525,0.0051387491,0.0014281757,-0.005893023,0.0041339352
2000-10-13,-0.004545661,-0.000260055,0.0049836412,-0.006750081,-0.002939565,0.005511081,0.000061,-0.000026582,0.0037481658,-0.005187517,-0.000214241,0.0014137916
2000-10-16,-0.007428446,0.0015661896,0.0022082311,0.0008242121,0.0008766291,0.0002969203,0.000061,0.0029300856,0.0019114948,-0.0011713,-0.000890554,0.0028372495
2000-10-17,0.0030301862,-0.000117886,0.0023285968,-0.000797793,0.0043271391,-0.00405078,0.000061,0.0003879857,0.00192432,-0.002755142,0.0032072146,-0.002674543
2000-10-18,0.0081291324,-0.004861903,-0.003476875,-0.005982103,0.0066621016,-0.003929084,0.000061,-0.004983738,-0.002776846,-0.005590534,0.0072309091,-0.004077478
2000-10-19,-0.006056818,-0.003854966,0.0018144482,-0.002081658,0.0015454119,-0.002718108,0.000061,-0.00365128,0.0014173205,-0.003376886,0.0021263874,-0.003419122
2000-10-20,0.0165525743,-0.01209704,-0.009530684,-0.006598552,0.0102133791,-0.010944162,0.000061,-0.011207876,-0.00904057,-0.00824912,0.0112306715,-0.011867685
2000-10-23,0.0055535518,0.0116231646,0.0061846614,-0.006706489,-0.007391102,0.0093016067,0.000061,0.011199805,0.0043607916,-0.005863741,-0.008066237,0.0101744753
2000-10-24,-0.000865021,0.0050777948,0.0020399015,-0.001048784,-0.00392126,0.0024371827,0.000061,0.004040876,0.0015501738,0.0006988902,-0.003308581,0.0012665567
2000-10-25,0.0063223745,0.0021668926,0.0031530873,-0.003922553,-0.000794476,0.0014133543,0.000061,0.0030382169,0.0030538614,-0.004697823,-0.002223096,0.001952935
2000-10-26,-0.005799941,0.0011090017,-0.00032188,0.0036180868,-0.001874935,0.0010146607,0.000061,0.0013902338,-0.000393566,0.0037493018,-0.002884266,0.0020798957
2000-10-27,0.0018362615,0.0038987894,0.0018773239,0.003149343,-0.000894455,0.0049774101,0.000061,0.0038124629,0.0017890024,0.0029098461,-0.001085989,0.0044203473
2000-10-30,0.0012846857,0.0032995043,0.0093598268,-0.000783613,-0.001131633,0.0059617166,0.000061,0.0028828091,0.0083681366,-0.003499405,0.0009878829,0.0014627007
2000-10-31,-0.005562587,-0.004193047,-0.000574904,0.0008158488,-0.000791876,-0.002853474,0.000061,-0.004848218,-0.000338522,0.0035583931,0.0002217705,-0.002647058
2000-11-01,0.0077781291,-0.002686658,0.0016416564,0.0005670946,0.0025928202,0.0006092797,0.000061,-0.002650615,0.0023944163,-0.000202158,0.0031675209,-0.001515264
2000-11-02,0.0034480713,-0.004599969,-0.000090626,-0.002880072,0.0024942034,0.002380877,0.000061,-0.004399011,-0.000279807,-0.003000776,0.0040215656,-0.000301816
2000-11-03,-0.002127139,0.0009481832,-0.000678581,-0.002423469,0.0029027835,-0.004308273,0.000061,0.0008937718,-0.001101692,-0.001665613,0.0012886745,-0.002611154
2000-11-06,0.0039287282,0.0010602703,0.0014261437,-0.006255484,0.0037829774,-0.003434606,0.000061,0.0009382787,0.0029440403,-0.0073833,0.0035832028,-0.002629824
2000-11-07,0.002008528,0.0023323344,0.0023271593,0.0003605755,-0.000682923,-0.001133693,0.000061,0.0027739095,0.0036000077,-0.000690451,-0.000347048,-0.000828314
2000-11-08,0.0064604898,0.0014278568,-0.000619098,-0.002633791,0.0011054914,0.0025589984,0.000061,0.001963388,-0.000744376,-0.001861156,0.0009042855,0.0014422759
2000-11-09,0.0113728523,-0.003923918,-0.002296232,-0.00044072,0.0053005161,-0.003688639,0.000061,-0.003425263,-0.000286019,-0.001760655,0.0038581839,-0.002132645
2000-11-10,0.0076648294,-0.007658399,-0.002457517,-0.001749468,0.0055275629,-0.006061546,0.000061,-0.006839833,-0.001183565,-0.002309449,0.0049967162,-0.002893015
2000-11-13,0.0124651728,-0.003434557,0.0004012202,-0.003799059,0.004682674,-0.002977069,0.000061,-0.002171227,0.0022517538,-0.002987972,0.0020002288,-0.001286809
2000-11-14,0.0071030655,-0.00073278,0.0007722878,-0.000756159,-0.001256056,-0.000696317,0.000061,-0.001456054,0.0000484836,-0.000678012,0.0019520197,-0.003593435
2000-11-15,-0.001343436,0.0037114775,0.0008555839,0.0036827782,-0.002990713,0.0030010934,0.000061,0.0029711371,0.0001159179,0.0032457943,-0.003795771,0.0037308386
2000-11-16,0.0073423202,0.0081625036,0.0020249813,-0.001603044,-0.004539167,0.0010416038,0.000061,0.0083249957,0.0034727801,-0.001841894,-0.006736105,0.0039802308
2000-11-17,-0.002339778,-0.00124994,-0.001740192,0.0028805583,0.0011180076,0.0021109591,0.000061,-0.0001814,-0.00188236,0.0021664246,-0.00016085,0.0022047617
2000-11-20,0.0040480935,0.006424942,0.0068173967,-0.002652901,-0.001910655,0.0059666499,0.000061,0.0053479252,0.006993096,-0.001936197,-0.001075284,0.0046122148
2000-11-21,-0.001949958,-0.000061732,0.0000760445,0.0042264038,-0.003317028,0.0027373242,0.000061,-0.000985915,-0.001431552,0.0056517048,-0.002000195,0.0024987665
2000-11-22,0.009558104,0.0013369351,0.0023933188,-0.00221671,-0.003227169,0.0038867744,0.000061,0.0010964473,0.0029999325,-0.001746324,-0.002120892,0.0038053385
2000-11-23,0.0028988573,0.0004391912,-0.000488872,-0.001521714,-0.001480437,0.0035758371,0.000061,-0.000658403,-0.001689447,-0.002297207,9.3208999E-6,0.0016788687
2000-11-24,-0.031985055,-0.003936946,-0.008161699,0.005557169,0.0040383555,-0.005387348,0.000061,-0.002811002,-0.007958632,0.0048857403,0.0029042179,-0.004671247
2000-11-27,-0.001031239,0.0064103188,0.0056837347,-0.005213823,-0.006087795,0.0040998798,0.000061,0.0055026058,0.0052212971,-0.005023971,-0.006326127,0.003379438
2000-11-28,0.0145534392,0.002615713,0.0040498328,-0.00235377,-0.00268872,0.0000835412,0.000061,0.0024962095,0.0039906163,-0.002453025,-0.001836197,-0.000231155
2000-11-29,-0.00619808,0.0007351229,-0.002568923,-0.000982523,-0.001484653,0.0008355731,0.000061,-0.00034096,-0.003222476,-0.001592784,-0.000332884,0.0005985713
2000-11-30,0.0007954529,0.0017804216,-0.001781881,-0.001237875,0.0021844595,0.001317412,0.000061,0.003394671,-0.002008518,-0.0024079,-0.000641517,0.0028391189
2000-12-01,0.0047328401,0.0032456572,0.0016357464,-0.000789381,0.0006143285,0.0018112308,0.000061,0.0042000365,0.0012759509,-0.001364118,-0.000348329,0.0031077251
2000-12-04,0.0058396853,0.0059560634,0.0066069139,-0.002693075,-0.004060523,0.004459592,0.000061,0.0038990778,0.0062736789,-0.004286079,-0.002390253,0.0033984533
2000-12-05,-0.001715396,-0.000414203,0.0001563465,0.0016385191,-0.000072283,0.0006214194,0.000061,-0.000855954,-0.001246579,0.0023936585,0.0004415732,-0.001566103
2000-12-06,-0.009817118,-0.001399349,-0.004498194,0.0050347855,0.0018978546,-0.002691437,0.000061,0.0004375509,-0.004350757,0.0049584316,-0.000117936,-0.001587347
2000-12-07,-0.003581561,0.0043231527,-0.002320536,-0.00093695,-0.005597278,0.0018166473,0.000061,0.0070501667,-0.001792722,-0.001316406,-0.007853875,0.0046334886
2000-12-08,0.0012305952,-0.000888596,0.001673812,-0.001084731,0.0011789244,0.0012133127,0.000061,-0.002688473,0.0008597702,-0.001488899,0.0029764313,-0.001053722
2000-12-11,-0.014038867,0.0001766879,-0.005519248,0.0015190179,-0.001443753,0.0036484889,0.000061,0.0009961201,-0.006354009,0.0015637462,-0.002049569,0.0042935875
2000-12-12,0.0075399078,0.0014130551,-0.001012421,-0.002333723,-0.00111765,0.0009858626,0.000061,0.0010544813,-0.001358214,-0.001807102,0.0001445569,0.0018735103
2000-12-13,-0.000431694,0.0030860624,0.0020580655,-0.002693841,0.0002235056,-0.001918923,0.000061,0.0022889997,0.0011060873,-0.002559086,0.0013767951,-0.001562143
2000-12-14,-0.002213859,0.000684817,-0.000601597,0.0050131766,0.0021293523,-0.002161465,0.000061,0.0017537699,-0.000137959,0.002657861,-0.000143395,0.0011812078
2000-12-15,-0.005642767,-0.003481333,-0.003353302,0.0003356839,0.005501472,-0.001967463,0.000061,-0.003079579,-0.002843204,-0.001116735,0.0065304325,-0.002222538
2000-12-18,0.0017961393,-0.000355927,-0.001139415,-0.005309904,0.0060187188,-0.003787805,0.000061,0.0006500149,-0.001257094,-0.007373443,0.0061579952,-0.003240381
2000-12-19,0.0018401791,0.0019234988,0.0005982472,0.0026686623,-0.00113,0.0006128936,0.000061,0.0023168895,0.0007113755,0.0029952966,-0.003218067,0.0005844189
2000-12-20,0.0109810103,-0.003382891,-0.005202351,-0.006987558,0.0030681211,-0.001572804,0.000061,-0.003124349,-0.005711269,-0.00781787,0.0043803832,-0.002563654
2000-12-21,0.0009978038,0.0026490201,0.005078771,-0.000794678,-0.000231293,0.0013536543,0.000061,0.0029070358,0.005153075,0.0002402028,0.0000749873,0.0004599354
2000-12-22,-0.003835961,0.0030178711,0.003292752,0.0026483952,-0.001314126,-0.001288109,0.000061,0.0031356154,0.0040672055,0.0025370992,-0.003519192,-0.000249843
2000-12-25,-0.002251004,0.0068011142,0.00432775,-0.002345,-0.000296474,0.0006654256,0.000061,0.0064718409,0.0032177419,-0.005072134,0.0020919027,-0.000446582
2000-12-26,0.0035634644,-0.001856399,0.0010120283,-0.004428216,0.000584436,0.0003734413,0.000061,-0.001978638,0.0013337473,-0.004939493,0.0014475837,-0.000231005
2000-12-27,-0.008544094,-0.007680852,0.000575099,-0.001422165,0.0046181367,-0.004595517,0.000061,-0.008507662,0.0007803835,-0.002186829,0.0049158196,-0.006730554
2000-12-28,-0.0000382,-0.005276269,0.0045613637,-0.001078561,0.0062229565,-0.003377933,0.000061,-0.006416965,0.0052640485,-0.002518854,0.0070868681,-0.006447917
2000-12-29,0.0098030958,-0.001953198,0.0015541738,0.0038373821,0.0031336598,-0.00127635,0.000061,-0.002310989,0.0019586683,0.0036771965,0.0032568811,-0.001788759
